what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1355158600872
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1355158600886
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1355158600904
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1355158600922
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1355158600923
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1355158600938
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1355158600963
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1355158600980
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1355158600988
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1355158600989
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1355158600995
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1355158601001
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1355158601016
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1355158601021
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1355158601039
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1355158601047
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1355158601065
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1355158601083
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1355158601085
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1355158601086
os,sysinfo,,,"linux",1355158601098
arch,sysinfo,,,"x86",1355158601098
ws,sysinfo,,,"gtk",1355158601098
locale,sysinfo,,,"es_AR",1355158601098
processors,sysinfo,,,"1",1355158601098
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1355158601098
java.runtime.version,sysinfo,,,"1.6.0_23-b23",1355158601098
java.specification.name,sysinfo,,,"Java Platform API Specification",1355158601098
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355158601098
java.specification.version,sysinfo,,,"1.6",1355158601098
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1355158601098
